-DOCSTART- -X- O O
veteran	O
status	O
.	O
IBM	O
is	O
also	O
committed	O
to	O
compliance	O
with	O
all	O
fair	O
employment	O
practices	O
regarding	O
citizenship	O
and	O
immigration	O
status	O
.	O
.	O
-DOCSTART- -X- O O
Flexibility	O
to	O
work	O
in	O
an	O
Agile	B-SKILL
or	O
Iterative	O
development	O
model	O
Knowledge	O
,	O
skills	B-SKILL
,	O
training	B-SKILL
and	O
experience	O
in	O
software	B-SKILL
-	I-SKILL
intensive	I-SKILL
systems	I-SKILL
;	O
Knowledge	O
,	O
skills	B-SKILL
,	O
training	B-SKILL
,	O
and	O
experience	O
in	O
software	B-SKILL
requirements	I-SKILL
and	O
design	B-SKILL
engineering	O
skills	B-SKILL
using	O
a	O
well	O
-	O
defined	O
disciplined	O
engineering	O
process	O
or	O
methodology	O
;	O
Familiarity	O
with	O
Microsoft	O
Office	O
or	O
other	O
office	O
automation	O
/	O
productivity	O
software	O
tools	O
;	O
Experience	O
with	O
modeling	B-SKILL
tools	I-SKILL
is	O
highly	O
recommended	O
;	O
Excellent	O
oral	B-SKILL
and	O
written	B-SKILL
communication	I-SKILL
skills	B-SKILL
;	O
Experience	O
with	O
customer	O
interaction	O
;	O
Experience	O
in	O
Healthcare	B-SKILL
Information	I-SKILL
Systems	I-SKILL
,	O
Electronic	B-SKILL
Medical	O
Records	B-SKILL
,	O
Practice	B-SKILL
Management	I-SKILL
,	O
HL7	O
,	O
ANSI	O
Standards	O
837/835/277/276/270/271	O
Experience	O
with	O
DICOM	O
is	O
an	O
asset	O
Experience	O
with	O
imaging	O
workflow	O
is	O
an	O
asset	O
Design	B-SKILL
pattern	O
experience	O
a	O
plus	O
Preferred	O
Tech	B-SKILL
and	O
Prof	B-SKILL
Experience	O
An	O
undergraduate	B-DIPLOMA
degree	O
or	O
better	O
in	O
computer	B-DIPLOMA_MAJOR
science	I-DIPLOMA_MAJOR
or	O
equivalent	O
discipline	O
or	O
equivalent	O
level	O
of	O
industry	O
related	O
experience	O
;	O
3	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
of	O
related	O
experience	O
in	O
software	B-SKILL
development	I-SKILL
.	O
EO	O
Statement	O
IBM	O
is	O
committed	O
to	O
creating	O
a	O
diverse	O
environment	O
and	O
is	O
proud	O
to	O
be	O
an	O
equal	O
opportunity	O
employer	O
.	O
All	O
qualified	O
applicants	O
will	O
receive	O
consideration	O
for	O
employment	O
without	O
regard	O
to	O
race	O
,	O
color	O
,	O
religion	O
,	O
gender	O
,	O
gender	O
identity	O
or	O
expression	O
,	O
sexual	O
orientation	O
,	O
national	O
origin	O
,	O
genetics	O
,	O
disability	O
,	O
age	O
,	O
or	O
veteran	O
status	O
.	O
IBM	O
is	O
also	O
committed	O
to	O
compliance	O
with	O
all	O
fair	O
employment	O
practices	O
regarding	O
citizenship	O
and	O
immigration	O
status	O
.	O
.	O
-DOCSTART- -X- O O
Education	B-SKILL
&	O
Experience	O
Requirements	O
:	O
3	B-EXPERIENCE
to	I-EXPERIENCE
6	I-EXPERIENCE
years	I-EXPERIENCE
Capacity	B-SKILL
Planning	I-SKILL
and	O
Supply	B-SKILL
planning	I-SKILL
experience	O
(	O
i.e.	B-SKILL
,	O
supply	B-SKILL
-	I-SKILL
demand	I-SKILL
balancing	I-SKILL
,	O
constrained	O
supply	B-SKILL
planning	I-SKILL
)	O
.	O
BS	B-DIPLOMA
degree	O
in	O
Engineering	B-DIPLOMA_MAJOR
,	O
Operations	B-DIPLOMA_MAJOR
,	O
Business	B-DIPLOMA_MAJOR
,	O
or	O
other	O
related	O
quantitative	O
disciplines	O
Preferred	O
:	O
Strong	O
aptitude	O
for	O
analytic	O
thinking	O
and	O
solution	O
development	O
.	O
Strong	O
problem	B-SKILL
solving	I-SKILL
and	O
negotiation	O
skills	O
.	O
Experience	O
in	O
Sales	B-SKILL
&	I-SKILL
Operations	I-SKILL
Planning	I-SKILL
and	O
processes	B-SKILL
preferred	O
Familiarity	O
with	O
forecasting	O
and	O
statistical	B-SKILL
concepts	I-SKILL
.	O
Proven	O
capabilities	O
to	O
drive	O
positive	O
business	B-SKILL
results	O
through	O
cross	O
-	O
group	O
collaboration	B-SKILL
and	O
partnerships	O
.	O
Excellent	O
communicator	B-SKILL
(	O
written	B-SKILL
and	O
verbal	B-SKILL
)	O
with	O
ability	O
to	O
create	B-SKILL
and	O
deliver	O
executive	O
friendly	O
communications	O
on	O
complex	B-SKILL
product	I-SKILL
,	O
business	B-SKILL
,	O
and	O
supply	B-SKILL
chain	I-SKILL
topics	I-SKILL
.	O
Ability	O
to	O
interact	B-SKILL
with	O
diverse	O
technical	O
and	O
non	O
-	O
technical	O
groups	O
spanning	O
all	O
organizational	O
levels	O
.	O
Ability	O
to	O
deliver	O
results	O
in	O
an	O
ambiguous	O
and	O
evolving	B-SKILL
business	I-SKILL
environment	O
.	O
Ability	O
to	O
meet	O
Microsoft	O
,	O
customer	O
and/or	O
government	O
security	O
screening	O
requirements	O
are	O
required	O
for	O
this	O
role	O
.	O
These	O
requirements	O
include	O
,	O
but	O
are	O
not	O
limited	O
to	O
the	O
following	O
specialized	O
security	O
screenings	O
:	O
Microsoft	O
Cloud	O
Background	O
Check	O
:	O
This	O
position	O
will	O
be	O
required	O
to	O
pass	O
the	O
Microsoft	O
Cloud	O
Background	O
Check	O
upon	O
hire	O
/	O
transfer	O
and	O
every	O
two	O
years	O
thereafter	O
.	O
-DOCSTART- -X- O O
3	B-EXPERIENCE
-	I-EXPERIENCE
5	I-EXPERIENCE
years	I-EXPERIENCE
of	O
experience	O
with	O
integration	B-SKILL
product	O
development	B-SKILL
and	O
integration	B-SKILL
.	O
Proven	O
experience	O
in	O
Java	B-SKILL
,	O
XML	B-SKILL
,	O
XSLT	B-SKILL
,	O
Javascript	B-SKILL
,	O
J2EE	B-SKILL
,	O
Oracle	B-SKILL
/	O
DB2	O
,	O
Websphere	B-SKILL
/	O
Weblogic	B-SKILL
,	O
Struts	B-SKILL
,	O
MQ	B-SKILL
Complex	B-SKILL
designs	I-SKILL
and	O
development	B-SKILL
.	O
ProvenExperience	B-SKILL
in	O
JavaScript	B-SKILL
based	O
UI	B-SKILL
development	I-SKILL
including	O
Dojo	B-SKILL
,	O
JQuery	B-SKILL
,	O
Angular	B-SKILL
and	O
Node	B-SKILL
JS	I-SKILL
.	O
Experience	O
in	O
Docker	B-SKILL
,	O
Jenkins	B-SKILL
,	O
Git	B-SKILL
,	O
Jira	B-SKILL
,	O
JUnit	B-SKILL
.	O
Fundamentals	O
in	O
algorithm	O
design	B-SKILL
,	O
problem	B-SKILL
solving	I-SKILL
,	O
and	O
complexity	B-SKILL
analysis	I-SKILL
Knowledge	O
/	O
Experience	O
of	O
full	B-SKILL
software	I-SKILL
development	I-SKILL
process	I-SKILL
,	O
including	O
coding	B-SKILL
standards	O
,	O
code	B-SKILL
reviews	I-SKILL
,	O
source	O
control	B-SKILL
management	I-SKILL
,	O
build	B-SKILL
processes	I-SKILL
,	O
testing	B-SKILL
,	O
and	O
operations	B-SKILL
Preferred	O
Tech	B-SKILL
and	O
Prof	B-SKILL
Experience	O
Proven	O
ability	O
to	O
work	O
effectively	O
in	O
a	O
multi	O
-	O
functional	O
team	O
B2B	O
Domain	O
experience	O
with	O
various	O
standards	O
such	O
as	O
AS2	O
,	O
RNIF	B-SKILL
,	O
EBICS	B-SKILL
,	O
SWIFT	B-SKILL
(	O
will	O
be	O
an	O
added	O
advantage	O
)	O
EO	O
Statement	O
IBM	O
is	O
committed	O
to	O
creating	O
a	O
diverse	O
environment	O
and	O
is	O
proud	O
to	O
be	O
an	O
equal	O
opportunity	O
employer	O
.	O
All	O
qualified	O
applicants	O
will	O
receive	O
consideration	O
for	O
employment	O
without	O
regard	O
to	O
race	O
,	O
color	O
,	O
religion	O
,	O
gender	O
,	O
gender	O
identity	O
or	O
expression	O
,	O
sexual	O
orientation	O
,	O
national	O
origin	O
,	O
genetics	O
,	O
disability	O
,	O
age	O
,	O
or	O
veteran	O
status	O
.	O
IBM	O
is	O
also	O
committed	O
to	O
compliance	O
with	O
all	O
fair	O
employment	O
practices	O
regarding	O
citizenship	O
and	O
immigration	O
status	O
.	O
.	O
-DOCSTART- -X- O O
Must	O
obtain	O
work	O
authorization	O
in	O
country	O
of	O
employment	O
at	O
the	O
time	O
of	O
hire	O
,	O
and	O
maintain	O
ongoing	O
work	O
authorization	O
during	O
employment	O
Must	O
be	O
currently	O
enrolled	O
in	O
a	O
full	O
-	O
time	O
degree	O
program	O
and	O
returning	O
to	O
the	O
program	O
after	O
the	O
completion	O
of	O
the	O
internship	O
/	O
co	O
-	O
op	O
Pursuing	O
a	O
PhD	B-DIPLOMA
in	O
Acoustics	B-DIPLOMA_MAJOR
,	O
Mechanical	B-DIPLOMA_MAJOR
Engineering	I-DIPLOMA_MAJOR
,	O
Physics	B-DIPLOMA_MAJOR
,	O
or	O
related	O
STEM	B-DIPLOMA_MAJOR
fields	O
.	O
Currently	O
enrolled	O
in	O
a	O
full	O
time	O
degree	O
program	O
and	O
returning	O
to	O
the	O
program	O
after	O
the	O
completion	O
of	O
the	O
internship	O
.	O
Strong	O
interpersonal	O
skills	O
:	O
cross	O
-	O
group	O
and	O
cross	B-SKILL
-	I-SKILL
culture	I-SKILL
collaboration	I-SKILL
.	O
Able	O
to	O
obtain	O
work	O
authorization	O
in	O
the	O
U.S.	O
between	O
January	O
1	O
,	O
2019	O
and	O
December	O
31	O
,	O
2019	O
.	O
PREFERRED	O
Previous	O
internship	O
or	O
work	O
experience	O
in	O
audio	B-SKILL
,	O
acoustics	B-SKILL
,	O
or	O
related	O
field	O
.	O
Proven	O
track	O
record	O
of	O
research	B-SKILL
publications	I-SKILL
and	O
conference	B-SKILL
presentations	I-SKILL
.	O
Experience	O
with	O
experiment	B-SKILL
design	I-SKILL
,	O
data	B-SKILL
collection	I-SKILL
,	O
data	B-SKILL
processing	I-SKILL
and	O
visualization	B-SKILL
.	O
Creativity	B-SKILL
and	O
novel	B-SKILL
problem	I-SKILL
solving	I-SKILL
capability	O
.	O
-DOCSTART- -X- O O
8	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
demonstrated	O
experience	O
in	O
designing	B-SKILL
and	O
developing	B-SKILL
enterprise	I-SKILL
-	I-SKILL
level	I-SKILL
scale	I-SKILL
services	I-SKILL
/	I-SKILL
solutions	I-SKILL
.	O
3	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
of	O
leadership	B-SKILL
and	I-SKILL
people	I-SKILL
management	I-SKILL
experience	I-SKILL
.	O
5	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
of	O
Agile	B-SKILL
Experience	I-SKILL
Bachelors	B-DIPLOMA
degree	O
in	O
Computer	B-DIPLOMA_MAJOR
Science	I-DIPLOMA_MAJOR
or	O
Engineering	O
,	O
or	O
a	O
related	O
field	O
,	O
or	O
equivalent	O
alternative	O
education	O
,	O
skills	O
,	O
and/or	O
practical	O
experience	O
Other	O
5	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
of	O
full	B-SKILL
-	I-SKILL
stack	I-SKILL
software	I-SKILL
development	I-SKILL
experience	O
to	O
include	O
C	B-SKILL
#	I-SKILL
(	O
or	O
similar	O
)	O
experience	O
with	O
the	O
ability	O
to	O
contribute	O
to	O
technical	O
architecture	O
across	O
web	O
,	O
mobile	O
,	O
middle	O
tier	O
,	O
data	O
pipeline	O
and	O
storage	O
components	O
.	O
5	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
of	O
experience	O
delivering	B-SKILL
scalable	I-SKILL
and	I-SKILL
resilient	I-SKILL
services	I-SKILL
at	O
large	O
enterprise	O
scale	O
,	O
including	O
experience	O
in	O
data	B-SKILL
platforms	I-SKILL
including	O
large	B-SKILL
-	I-SKILL
scale	I-SKILL
analytics	I-SKILL
on	I-SKILL
relational	I-SKILL
,	I-SKILL
structured	I-SKILL
and	I-SKILL
unstructured	I-SKILL
data	I-SKILL
.	O
3	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
of	O
experience	O
as	O
a	O
SWE	B-SKILL
/	I-SKILL
Dev	I-SKILL
/	I-SKILL
Technical	I-SKILL
lead	O
in	O
an	O
agile	O
environment	O
including	O
1	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
of	O
experience	O
operating	O
in	O
a	O
DevOps	B-SKILL
model	O
.	O
2	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
of	O
experience	O
designing	B-SKILL
secure	O
,	O
scalable	O
and	O
cost	O
-	O
efficient	O
PaaS	B-SKILL
services	I-SKILL
on	O
the	O
Microsoft	B-SKILL
Azure	I-SKILL
(	O
or	O
similar	O
)	O
platform	O
.	O
Expert	O
understanding	O
of	O
web	B-SKILL
services	I-SKILL
and	O
site	B-SKILL
technologies	I-SKILL
(	O
for	O
example	O
,	O
REST	B-SKILL
APIs	I-SKILL
,	O
HTML	B-SKILL
,	O
CSS	B-SKILL
,	O
JavaScript	B-SKILL
,	O
JSON	B-SKILL
etc	O
.	O
)	O
Strong	O
Architecture	B-SKILL
skills	I-SKILL
,	O
and	O
practical	B-SKILL
implementation	I-SKILL
experience	O
of	O
design	B-SKILL
patterns	I-SKILL
.	O
Strong	O
partnership	B-SKILL
,	O
communication	B-SKILL
,	O
and	O
cross	B-SKILL
-	I-SKILL
group	I-SKILL
collaboration	I-SKILL
skills	O
.	O
Demonstrated	O
ability	O
to	O
impact	B-SKILL
/	I-SKILL
influence	I-SKILL
engineering	I-SKILL
and	O
project	O
teams	O
Experience	O
shaping	O
a	O
DevOps	B-SKILL
culture	O
with	O
a	O
vision	B-SKILL
for	O
building	O
and	O
nurturing	O
an	O
innovative	B-SKILL
culture	I-SKILL
while	O
maintaining	B-SKILL
a	I-SKILL
Live	I-SKILL
Site	I-SKILL
focus	I-SKILL
.	O
Desired	O
Expert	O
understanding	O
of	O
Engineering	O
Excellence	O
processes	B-SKILL
and	O
requirements	O
Expertise	O
and	O
knowledge	O
in	O
modern	B-SKILL
engineering	I-SKILL
practices	I-SKILL
(	O
Continuous	B-SKILL
Integration	I-SKILL
,	O
TDD	B-SKILL
,	O
automated	B-SKILL
deployments	I-SKILL
with	O
integrated	B-SKILL
quality	I-SKILL
gates	I-SKILL
)	O
Solid	O
object	B-SKILL
-	I-SKILL
oriented	I-SKILL
design	I-SKILL
,	O
critical	B-SKILL
thinking	I-SKILL
,	O
software	B-SKILL
debugging	I-SKILL
and	O
problem	B-SKILL
-	I-SKILL
solving	I-SKILL
skills	O
.	O
Proven	O
ability	O
to	O
quickly	O
learn	B-SKILL
new	I-SKILL
technologies	I-SKILL
and	O
efficiently	O
collaborate	B-SKILL
with	O
partners	O
to	O
deliver	O
outstanding	O
results	O
.	O
Attention	B-SKILL
to	I-SKILL
details	I-SKILL
and	O
passion	O
for	O
high	O
quality	O
software	O
.	O
Experience	O
with	O
microservices	B-SKILL
,	O
serverless	B-SKILL
architectures	I-SKILL
Experience	O
in	O
NoSQL	B-SKILL
data	B-SKILL
storage	I-SKILL
systems	I-SKILL
and	O
patterns	B-SKILL
(	O
for	O
example	O
Azure	B-SKILL
Tables	I-SKILL
,	O
CosmosDB	B-SKILL
)	O
Experience	O
with	O
data	B-SKILL
modeling	I-SKILL
Experience	O
with	O
newer	O
technologies	O
like	O
AngularJS	B-SKILL
,	O
Cordova	B-SKILL
,	O
and	O
ReactJS	B-SKILL
a	O
plus	O
#	O
CFE	B-SKILL
#	O
CSEO	B-SKILL
-DOCSTART- -X- O O
Required	O
:	O
Bachelors	B-DIPLOMA
degree	O
in	O
Computer	B-DIPLOMA_MAJOR
Science	I-DIPLOMA_MAJOR
or	O
related	O
field	O
,	O
or	O
equivalent	O
industry	O
experience	O
5	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
of	O
experience	O
delivering	B-SKILL
solutions	I-SKILL
and	O
support	B-SKILL
to	O
enterprise	O
customers	O
2	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
of	O
experience	O
managing	B-SKILL
and	O
leading	B-SKILL
highly	I-SKILL
technical	I-SKILL
teams	I-SKILL
in	O
a	O
fast	O
-	O
paced	O
environment	O
.	O
Demonstrated	O
hands	O
-	O
on	O
experience	O
on	O
one	O
or	O
more	O
of	O
the	O
Dynamics	B-SKILL
365	I-SKILL
products	O
e.g.	O
Dynamics	B-SKILL
Customer	I-SKILL
Engagement	I-SKILL
(	O
CRM	B-SKILL
)	O
,	O
Dynamics	B-SKILL
Finance	I-SKILL
&	I-SKILL
Operations	I-SKILL
(	O
ERP	B-SKILL
)	O
Preferred	O
:	O
MBA	B-DIPLOMA
Understanding	O
of	O
cloud	B-SKILL
computing	I-SKILL
technologies	O
is	O
desired	O
-	O
Azure	B-SKILL
Core	I-SKILL
Platform	I-SKILL
;	O
Data	B-SKILL
Platform	I-SKILL
:	O
SQL	B-SKILL
,	O
Azure	B-SKILL
DB	I-SKILL
;	O
Application	B-SKILL
development	I-SKILL
&	I-SKILL
debugging	I-SKILL
experience	O
;	O
Power	B-SKILL
BI	I-SKILL
,	O
PowerApps	B-SKILL
Strong	O
passion	O
and	O
focus	O
on	O
delivering	B-SKILL
the	I-SKILL
right	I-SKILL
customer	I-SKILL
experience	I-SKILL
Demonstrated	O
ability	O
to	O
recruit	B-SKILL
and	O
develop	B-SKILL
global	O
teams	O
Ability	O
to	O
innovate	B-SKILL
and	O
drive	B-SKILL
change	I-SKILL
Ability	O
to	O
build	B-SKILL
a	I-SKILL
deep	I-SKILL
technical	I-SKILL
relationship	I-SKILL
with	O
internal	O
teams	O
and	O
customers	O
Microsoft	O
Cloud	O
Background	O
Check	O
:	O
This	O
position	O
will	O
be	O
required	O
to	O
pass	O
the	O
Microsoft	O
Cloud	O
background	O
check	O
upon	O
hire	O
/	O
transfer	O
and	O
every	O
two	O
years	O
thereafter	O
.	O
Leave	O
this	O
section	O
at	O
the	O
bottom	O
:	O
-DOCSTART- -X- O O
5	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
of	O
development	O
experience	O
with	O
Python	B-SKILL
and	O
Go	B-SKILL
or	O
C++	B-SKILL
A	O
proven	O
track	O
record	O
of	O
performing	O
on	O
a	O
winning	O
team	O
with	O
a	O
demonstration	O
of	O
bringing	B-SKILL
products	I-SKILL
and	I-SKILL
services	I-SKILL
to	I-SKILL
market	I-SKILL
.	O
A	O
proven	O
track	O
record	O
of	O
system	B-SKILL
software	I-SKILL
development	I-SKILL
.	O
A	O
proven	O
track	O
record	O
of	O
developing	O
software	O
for	O
extremely	O
large	O
scale	O
,	O
distributed	O
environments	O
.	O
A	O
deep	O
understanding	O
of	O
complex	B-SKILL
system	I-SKILL
integration	I-SKILL
and	O
methodologies	B-SKILL
for	O
proving	O
the	O
correct	O
operation	O
under	O
nominal	O
and	O
faulted	O
conditions	O
of	O
a	O
hyperscale	O
cloud	O
environment	O
.	O
A	O
deep	O
understanding	O
of	O
developing	O
for	O
high	O
availability	O
and	O
its	O
inherent	O
problems	O
.	O
A	O
deep	O
understanding	O
of	O
containers	B-SKILL
and	O
container	B-SKILL
clusters	I-SKILL
such	O
as	O
kubernetes	B-SKILL
.	O
A	O
deep	O
understanding	O
of	O
virtual	B-SKILL
machine	I-SKILL
environment	O
including	O
VMware	B-SKILL
,	O
KVM	B-SKILL
,	O
or	O
Xen	B-SKILL
.	O
Understanding	O
of	O
Open	B-SKILL
Systems	I-SKILL
Interconnection	I-SKILL
Reference	O
Model	B-SKILL
(	O
OSI	B-SKILL
-	I-SKILL
RM	I-SKILL
)	O
,	O
the	O
TCP	B-SKILL
/	I-SKILL
IP	I-SKILL
stack	I-SKILL
,	O
and	O
development	B-SKILL
experience	O
in	O
L2	B-SKILL
,	O
L3	B-SKILL
,	O
L4	B-SKILL
.	O
Preferred	O
Tech	B-SKILL
and	O
Prof	B-SKILL
Experience	O
Familiarity	O
with	O
networking	B-SKILL
protocols	I-SKILL
which	O
might	O
include	O
:	O
BGP	B-SKILL
,	O
DHCP	B-SKILL
,	O
DNS	B-SKILL
,	O
OSPF	B-SKILL
,	O
IGMP	B-SKILL
,	O
IPv4	B-SKILL
/	I-SKILL
IPv6	I-SKILL
,	O
IS	B-SKILL
-	I-SKILL
IS	I-SKILL
,	O
and	O
others	O
.	O
Familiarity	O
with	O
Network	B-SKILL
function	I-SKILL
virtualization	I-SKILL
(	O
NFV	B-SKILL
)	O
functionality	B-SKILL
and	O
network	B-SKILL
encapsulation	I-SKILL
including	O
L4	B-SKILL
Load	O
Balancers	O
,	O
Firewalls	B-SKILL
,	O
etc	O
.	O
Working	O
knowledge	O
of	O
git	B-SKILL
and	O
CICD	B-SKILL
tools	O
such	O
as	O
Jenkins	B-SKILL
and	O
Zuul	B-SKILL
.	O
EO	O
Statement	O
IBM	O
is	O
committed	O
to	O
creating	O
a	O
diverse	O
environment	O
and	O
is	O
proud	O
to	O
be	O
an	O
equal	O
opportunity	O
employer	O
.	O
